,demand,photovoltaic,wind,ecars
tX4228,41468,0,1069,0.04936341
tX4229,42302,30,1085,0.02859057
tX4230,44954,527,1150,0.02970739
tX4231,52858,2333,1223,0.11279875
tX4232,58946,5311,1131,0.27764128
tX4233,61900,9176,785,0.52579853
tX4234,62694,13405,601,0.46012955
tX4235,63973,16429,786,0.3473308
tX4236,65245,17861,1138,0.27697119
tX4237,64898,18185,1460,0.33616261
tX4238,63626,17672,1611,0.41255305
tX4239,61867,16874,1778,0.46817065
tX4240,61025,14289,1800,0.48157248
tX4241,59662,11030,1559,0.57203484
tX4242,59201,7721,1380,0.75429975
tX4243,58454,4530,1060,0.92316283
tX4244,57384,1975,831,1
tX4245,54715,504,727,0.9412553
tX4246,52898,37,868,0.76100067
tX4247,50959,0,1201,0.58431986
tX4248,47461,0,1770,0.47554166
tX4249,43885,0,2536,0.34867099
tX4250,40993,0,3292,0.19410319
tX4251,39541,0,3854,0.10297074
tX4252,38922,0,4186,0.04936341
tX4253,38990,19,4261,0.02859057
tX4254,39046,312,4689,0.02970739
tX4255,41271,1339,4915,0.11279875
tX4256,44988,3092,4816,0.27764128
tX4257,49502,5065,4664,0.52579853
tX4258,53068,6973,4597,0.46012955
tX4259,55078,8692,4867,0.3473308
tX4260,56066,9987,5583,0.27697119
tX4261,54773,11184,6632,0.33616261
tX4262,52359,12683,8608,0.41255305
tX4263,51126,13483,9850,0.46817065
tX4264,50011,13345,10324,0.48157248
tX4265,50150,10616,10588,0.57203484
tX4266,50272,7186,10475,0.75429975
tX4267,49723,4910,10196,0.92316283
tX4268,48717,2725,9760,1
tX4269,46236,795,8408,0.9412553
tX4270,44525,71,7556,0.76100067
tX4271,43691,0,7212,0.58431986
tX4272,40696,0,6957,0.47554166
tX4273,37736,0,6948,0.34867099
tX4274,35935,0,6781,0.19410319
tX4275,34700,0,6261,0.10297074
tX4276,34072,0,5760,0.04936341
tX4277,33899,33,5048,0.02859057
tX4278,33049,536,4279,0.02970739
tX4279,34140,2553,3554,0.11279875
tX4280,36985,6056,2671,0.27764128
tX4281,40201,10500,2556,0.52579853
tX4282,43050,14882,2135,0.46012955
tX4283,45167,18341,1819,0.3473308
tX4284,47337,20577,1861,0.27697119
tX4285,46905,21171,1979,0.33616261
tX4286,45121,21058,1958,0.41255305
tX4287,43710,20035,2088,0.46817065
tX4288,42903,17530,2073,0.48157248
tX4289,42880,13817,2051,0.57203484
tX4290,44249,9902,1753,0.75429975
tX4291,45509,5884,1972,0.92316283
tX4292,46195,2565,1657,1
tX4293,45526,639,1340,0.9412553
tX4294,45299,36,1686,0.76100067
tX4295,45618,0,1989,0.58431986
tX4296,42206,0,2265,0.47554166
tX4297,39573,0,2267,0.34867099
tX4298,38113,0,2346,0.19410319
tX4299,37520,0,2360,0.10297074
tX4300,37949,0,2308,0.04936341
tX4301,39320,27,2451,0.02859057
tX4302,43010,455,2310,0.02970739
tX4303,51767,1890,1999,0.11279875
tX4304,58686,4483,1607,0.27764128
tX4305,61459,8041,1209,0.52579853
tX4306,61605,12536,958,0.46012955
tX4307,63058,17311,1051,0.3473308
tX4308,64848,20443,1235,0.27697119
tX4309,64847,21605,1496,0.33616261
tX4310,64327,21465,1955,0.41255305
tX4311,63383,20151,2559,0.46817065
tX4312,62198,17951,2838,0.48157248
tX4313,60733,14611,3060,0.57203484
tX4314,59859,10646,2961,0.75429975
tX4315,59554,6515,2881,0.92316283
tX4316,58708,3088,2603,1
tX4317,55815,851,2370,0.9412553
tX4318,53625,61,2476,0.76100067
tX4319,51372,0,2654,0.58431986
tX4320,46767,0,2535,0.47554166
tX4321,43830,0,2416,0.34867099
tX4322,41858,0,2161,0.19410319
tX4323,40869,0,1986,0.10297074
tX4324,41067,0,1915,0.04936341
tX4325,41743,38,1831,0.02859057
tX4326,44438,597,1708,0.02970739
tX4327,52416,2602,1489,0.11279875
tX4328,58653,6335,990,0.27764128
tX4329,61717,11185,588,0.52579853
tX4330,62727,16183,370,0.46012955
tX4331,64352,20104,462,0.3473308
tX4332,66025,22491,543,0.27697119
tX4333,65271,23262,678,0.33616261
tX4334,64535,22988,757,0.41255305
tX4335,63078,22030,879,0.46817065
tX4336,61945,19905,1070,0.48157248
tX4337,60498,16597,1216,0.57203484
tX4338,59510,12096,1315,0.75429975
tX4339,59071,7199,1482,0.92316283
tX4340,58626,3307,1685,1
tX4341,56591,962,1988,0.9412553
tX4342,53972,78,2840,0.76100067
tX4343,51656,0,4180,0.58431986
tX4344,47285,0,5324,0.47554166
tX4345,43887,0,5849,0.34867099
tX4346,42314,0,6047,0.19410319
tX4347,41356,0,6250,0.10297074
tX4348,41259,0,6244,0.04936341
tX4349,41862,38,6245,0.02859057
tX4350,44545,613,6044,0.02970739
tX4351,52139,2725,5342,0.11279875
tX4352,58271,6874,3754,0.27764128
tX4353,62644,12036,2803,0.52579853
tX4354,64070,16911,2796,0.46012955
tX4355,66572,20693,3050,0.3473308
tX4356,68085,23185,3787,0.27697119
tX4357,67468,24403,4616,0.33616261
tX4358,67159,24433,5145,0.41255305
tX4359,65935,23323,5255,0.46817065
tX4360,64792,20959,5439,0.48157248
tX4361,62899,17264,5693,0.57203484
tX4362,62505,12583,6119,0.75429975
tX4363,62019,7443,6503,0.92316283
tX4364,61198,3331,6807,1
tX4365,58780,923,7333,0.9412553
tX4366,56040,67,9341,0.76100067
tX4367,54516,0,11585,0.58431986
tX4368,51050,0,12837,0.47554166
tX4369,47445,0,13060,0.34867099
tX4370,45513,0,12734,0.19410319
tX4371,44226,0,12487,0.10297074
tX4372,44103,0,12169,0.04936341
tX4373,44629,36,11737,0.02859057
tX4374,47278,589,11012,0.02970739
tX4375,55110,2642,9970,0.11279875
tX4376,61349,6692,7905,0.27764128
tX4377,65242,11712,6374,0.52579853
tX4378,66206,16551,6231,0.46012955
tX4379,68305,20253,6980,0.3473308
tX4380,70169,22774,7830,0.27697119
tX4381,69468,24017,8242,0.33616261
tX4382,68861,24011,8152,0.41255305
tX4383,67458,22836,8092,0.46817065
tX4384,66818,20450,8282,0.48157248
tX4385,64801,16844,8098,0.57203484
tX4386,63956,12165,7645,0.75429975
tX4387,62533,7227,7378,0.92316283
tX4388,61657,3196,7354,1
tX4389,59926,883,8367,0.9412553
tX4390,57494,60,9410,0.76100067
tX4391,55914,0,10980,0.58431986
tX4392,51587,0,11415,0.47554166
tX4393,48706,0,11688,0.34867099
tX4394,45602,0,10956,0.19410319
tX4395,44235,0,9277,0.10297074
tX4396,44103,0,7719,0.04936341
tX4397,44687,31,6420,0.02859057
tX4398,47130,566,5376,0.02970739
tX4399,55706,2407,4540,0.11279875
tX4400,61257,5856,3299,0.27764128
tX4401,64767,9944,1727,0.52579853
tX4402,65728,13943,1574,0.46012955
tX4403,67059,17465,1509,0.3473308
tX4404,68013,20070,1575,0.27697119
tX4405,67220,21686,1577,0.33616261
tX4406,65964,22116,1526,0.41255305
tX4407,64711,21123,1318,0.46817065
tX4408,63558,18655,1127,0.48157248
tX4409,62105,15010,921,0.57203484
tX4410,62220,10694,805,0.75429975
tX4411,60308,6160,1117,0.92316283
tX4412,59209,2827,1580,1
tX4413,56446,825,1703,0.9412553
tX4414,53985,66,2330,0.76100067
tX4415,53071,0,3262,0.58431986
tX4416,50022,0,3545,0.47554166
tX4417,46149,0,3875,0.34867099
tX4418,43656,0,3897,0.19410319
tX4419,42188,0,3872,0.10297074
tX4420,41506,0,4222,0.04936341
tX4421,41004,30,4223,0.02859057
tX4422,40651,568,4303,0.02970739
tX4423,43052,2532,4237,0.11279875
tX4424,47201,6166,3527,0.27764128
tX4425,51315,10790,2579,0.52579853
tX4426,53957,15315,2033,0.46012955
tX4427,55650,18969,1973,0.3473308
tX4428,56463,21522,1920,0.27697119
tX4429,55560,22636,2054,0.33616261
tX4430,53672,22507,2387,0.41255305
tX4431,52381,21262,2300,0.46817065
tX4432,51864,18794,2295,0.48157248
tX4433,51569,15019,2299,0.57203484
tX4434,51641,10464,2792,0.75429975
tX4435,51526,6066,3526,0.92316283
tX4436,50967,2768,3764,1
tX4437,48947,769,3852,0.9412553
tX4438,47875,62,5060,0.76100067
tX4439,47265,0,5236,0.58431986
tX4440,43902,0,5629,0.47554166
tX4441,41323,0,4900,0.34867099
tX4442,38661,0,3875,0.19410319
tX4443,37483,0,2523,0.10297074
tX4444,36940,0,2071,0.04936341
tX4445,36955,23,1814,0.02859057
tX4446,36492,465,1998,0.02970739
tX4447,37541,2167,1492,0.11279875
tX4448,39988,5317,955,0.27764128
tX4449,43239,9341,747,0.52579853
tX4450,46041,13519,510,0.46012955
tX4451,48398,17080,453,0.3473308
tX4452,50271,19143,765,0.27697119
tX4453,49838,20217,1410,0.33616261
tX4454,48244,20197,2086,0.41255305
tX4455,47531,18782,2456,0.46817065
tX4456,46806,16703,2861,0.48157248
tX4457,46334,13445,3528,0.57203484
tX4458,47311,9463,5121,0.75429975
tX4459,49088,5577,6079,0.92316283
tX4460,49251,2490,5969,1
tX4461,47800,599,6379,0.9412553
tX4462,47394,33,8683,0.76100067
tX4463,47434,0,9213,0.58431986
tX4464,45480,0,10466,0.47554166
tX4465,42425,0,10610,0.34867099
tX4466,40499,0,9301,0.19410319
tX4467,40281,0,8948,0.10297074
tX4468,40885,0,9503,0.04936341
tX4469,41728,26,10324,0.02859057
tX4470,44553,453,10285,0.02970739
tX4471,54236,1911,10194,0.11279875
tX4472,61387,4643,10140,0.27764128
tX4473,64427,8708,9957,0.52579853
tX4474,65914,13507,10164,0.46012955
tX4475,67396,17430,10647,0.3473308
tX4476,68873,20045,10811,0.27697119
tX4477,68209,21626,11102,0.33616261
tX4478,67681,21909,10804,0.41255305
tX4479,66025,21321,9741,0.46817065
tX4480,64408,19388,8626,0.48157248
tX4481,62790,16260,7521,0.57203484
tX4482,61880,11946,6245,0.75429975
tX4483,61097,7179,4864,0.92316283
tX4484,60736,3280,3476,1
tX4485,57986,929,2372,0.9412553
tX4486,55520,63,1834,0.76100067
tX4487,53785,0,1432,0.58431986
tX4488,49568,0,1448,0.47554166
tX4489,46202,0,1372,0.34867099
tX4490,44111,0,1456,0.19410319
tX4491,42987,0,1693,0.10297074
tX4492,43064,0,1765,0.04936341
tX4493,43927,26,2035,0.02859057
tX4494,46704,518,2590,0.02970739
tX4495,54593,2468,3198,0.11279875
tX4496,60966,6353,2946,0.27764128
tX4497,64137,11122,2178,0.52579853
tX4498,65112,15688,2003,0.46012955
tX4499,66683,19146,2222,0.3473308
tX4500,68241,21302,2368,0.27697119
tX4501,67660,22017,2797,0.33616261
tX4502,67539,20950,3293,0.41255305
tX4503,66596,18902,3637,0.46817065
tX4504,65611,16046,4022,0.48157248
tX4505,64179,12986,4352,0.57203484
tX4506,63330,9165,4928,0.75429975
tX4507,62537,5158,5471,0.92316283
tX4508,61855,2091,7075,1
tX4509,58643,441,8930,0.9412553
tX4510,57644,28,9617,0.76100067
tX4511,55426,0,10350,0.58431986
tX4512,50145,0,10227,0.47554166
tX4513,47104,0,10998,0.34867099
tX4514,45697,0,11738,0.19410319
tX4515,44007,0,12427,0.10297074
tX4516,43442,0,12643,0.04936341
tX4517,44276,17,12602,0.02859057
tX4518,47388,337,12777,0.02970739
tX4519,55248,1508,12679,0.11279875
tX4520,61342,3596,13363,0.27764128
tX4521,64301,5959,15709,0.52579853
tX4522,65436,8312,18087,0.46012955
tX4523,67466,11018,19642,0.3473308
tX4524,69651,12649,20658,0.27697119
tX4525,68972,13404,21290,0.33616261
tX4526,68517,14190,22044,0.41255305
tX4527,67544,14512,22085,0.46817065
tX4528,65893,13474,22596,0.48157248
tX4529,64649,11420,22460,0.57203484
tX4530,64076,8493,22354,0.75429975
tX4531,62217,5258,21502,0.92316283
tX4532,61052,2377,19685,1
tX4533,58175,612,17553,0.9412553
tX4534,55943,36,16193,0.76100067
tX4535,53740,0,15291,0.58431986
tX4536,49304,0,15168,0.47554166
tX4537,46038,0,15122,0.34867099
tX4538,44214,0,14938,0.19410319
tX4539,43574,0,14860,0.10297074
tX4540,43376,0,14707,0.04936341
tX4541,44157,16,14563,0.02859057
tX4542,46338,345,14683,0.02970739
tX4543,54394,1587,15079,0.11279875
tX4544,60314,3744,15897,0.27764128
tX4545,63507,6594,17494,0.52579853
tX4546,65308,9345,18673,0.46012955
tX4547,67570,12095,19790,0.3473308
tX4548,69676,14430,19841,0.27697119
tX4549,68957,15136,20259,0.33616261
tX4550,68148,15108,20915,0.41255305
tX4551,67212,14629,21229,0.46817065
tX4552,66004,13728,21456,0.48157248
tX4553,64269,11922,21035,0.57203484
tX4554,63171,9312,20703,0.75429975
tX4555,62538,5957,20761,0.92316283
tX4556,60792,2858,19487,1
tX4557,58332,812,17137,0.9412553
tX4558,55650,52,15307,0.76100067
tX4559,53236,0,14245,0.58431986
tX4560,49131,0,14031,0.47554166
tX4561,46080,0,13403,0.34867099
tX4562,44157,0,13126,0.19410319
tX4563,42994,0,13128,0.10297074
tX4564,43192,0,13000,0.04936341
tX4565,44370,22,12553,0.02859057
tX4566,46698,459,12132,0.02970739
tX4567,54255,2353,11963,0.11279875
tX4568,59979,6245,11233,0.27764128
tX4569,64000,11083,12279,0.52579853
tX4570,65148,15374,13141,0.46012955
tX4571,66118,18605,12815,0.3473308
tX4572,66700,20676,12224,0.27697119
tX4573,65974,21715,12157,0.33616261
tX4574,64364,22155,12047,0.41255305
tX4575,62440,21586,11513,0.46817065
tX4576,61404,19900,10431,0.48157248
tX4577,59852,16736,9314,0.57203484
tX4578,58870,12264,8016,0.75429975
tX4579,57666,7386,6744,0.92316283
tX4580,56459,3345,5245,1
tX4581,53862,980,3494,0.9412553
tX4582,51841,60,2539,0.76100067
tX4583,49946,0,2693,0.58431986
tX4584,46608,0,2939,0.47554166
tX4585,43691,0,3127,0.34867099
tX4586,41803,0,3031,0.19410319
tX4587,40441,0,2847,0.10297074
tX4588,40117,0,2562,0.04936341
tX4589,39901,19,2183,0.02859057
tX4590,39405,471,2325,0.02970739
tX4591,41801,2390,2298,0.11279875
tX4592,45687,6183,2031,0.27764128
tX4593,49659,10839,1469,0.52579853
tX4594,52472,15326,1063,0.46012955
tX4595,54286,18714,1113,0.3473308
tX4596,55590,20711,1289,0.27697119
tX4597,54159,21588,1281,0.33616261
tX4598,52405,21845,1292,0.41255305
tX4599,50692,21004,1614,0.46817065
tX4600,49608,18649,1749,0.48157248
tX4601,48744,15212,1942,0.57203484
tX4602,49322,10796,2139,0.75429975
tX4603,49277,6400,2143,0.92316283
tX4604,48773,2856,2163,1
tX4605,47041,861,2043,0.9412553
tX4606,45739,58,2123,0.76100067
tX4607,45266,0,2540,0.58431986
tX4608,42552,0,2884,0.47554166
tX4609,39905,0,3375,0.34867099
tX4610,37713,0,3517,0.19410319
tX4611,36813,0,3530,0.10297074
tX4612,35812,0,3414,0.04936341
tX4613,35204,15,3373,0.02859057
tX4614,34729,371,3226,0.02970739
tX4615,35962,2050,3449,0.11279875
tX4616,38361,5079,3468,0.27764128
tX4617,41912,8809,2700,0.52579853
tX4618,44758,12546,2452,0.46012955
tX4619,47091,15482,2939,0.3473308
tX4620,49127,17099,4110,0.27697119
tX4621,49027,17061,4886,0.33616261
tX4622,47873,16143,5649,0.41255305
tX4623,47436,14389,6145,0.46817065
tX4624,46851,11813,6856,0.48157248
tX4625,46273,9146,7063,0.57203484
tX4626,47090,5987,6970,0.75429975
tX4627,47484,3215,7203,0.92316283
tX4628,47267,1425,6858,1
tX4629,46371,273,6258,0.9412553
tX4630,46335,10,5892,0.76100067
tX4631,46229,0,5427,0.58431986
tX4632,42922,0,5004,0.47554166
tX4633,41108,0,4898,0.34867099
tX4634,39786,0,5069,0.19410319
tX4635,39017,0,4918,0.10297074
tX4636,39499,0,4614,0.04936341
tX4637,40807,4,4385,0.02859057
tX4638,44292,134,4233,0.02970739
tX4639,52187,809,3999,0.11279875
tX4640,59073,2211,3467,0.27764128
tX4641,62815,3994,3453,0.52579853
tX4642,64335,6026,3829,0.46012955
tX4643,65485,7873,4472,0.3473308
tX4644,67152,9086,5196,0.27697119
tX4645,67144,9541,5811,0.33616261
tX4646,66170,8780,6244,0.41255305
tX4647,64743,7873,6647,0.46817065
tX4648,63370,6341,6544,0.48157248
tX4649,61279,5087,5818,0.57203484
tX4650,61625,3921,5113,0.75429975
tX4651,61133,2556,4680,0.92316283
tX4652,60202,1155,4349,1
tX4653,57711,262,4074,0.9412553
tX4654,55274,11,3863,0.76100067
tX4655,52478,0,4051,0.58431986
tX4656,48116,0,4256,0.47554166
tX4657,45317,0,4283,0.34867099
tX4658,43100,0,4235,0.19410319
tX4659,41955,0,4057,0.10297074
tX4660,42304,0,4050,0.04936341
tX4661,43392,4,4028,0.02859057
tX4662,46337,135,4048,0.02970739
tX4663,53789,893,3987,0.11279875
tX4664,60061,2499,3948,0.27764128
tX4665,63735,4497,3924,0.52579853
tX4666,64904,6740,4136,0.46012955
tX4667,66746,8681,4692,0.3473308
tX4668,67959,10303,5326,0.27697119
tX4669,66969,11511,5995,0.33616261
tX4670,66572,12507,6708,0.41255305
tX4671,65797,12888,7066,0.46817065
tX4672,64812,12066,7289,0.48157248
tX4673,62736,10291,7097,0.57203484
tX4674,62452,7925,6986,0.75429975
tX4675,61585,4772,6049,0.92316283
tX4676,60424,2250,5024,1
tX4677,57639,567,4024,0.9412553
tX4678,55362,29,3524,0.76100067
tX4679,52983,0,3379,0.58431986
tX4680,48727,0,3427,0.47554166
tX4681,45481,0,3499,0.34867099
tX4682,43594,0,3630,0.19410319
tX4683,42805,0,3724,0.10297074
tX4684,43039,0,3645,0.04936341
tX4685,44076,10,3207,0.02859057
tX4686,46653,293,2716,0.02970739
tX4687,54364,1684,2227,0.11279875
tX4688,60649,4484,1586,0.27764128
tX4689,63371,8458,1710,0.52579853
tX4690,64005,12526,1844,0.46012955
tX4691,65821,15838,1905,0.3473308
tX4692,67397,17623,2037,0.27697119
tX4693,66500,18076,2293,0.33616261
tX4694,65598,18130,2444,0.41255305
tX4695,65096,17568,2406,0.46817065
tX4696,64131,15983,2064,0.48157248
tX4697,62414,13300,1866,0.57203484
tX4698,61777,9537,1665,0.75429975
tX4699,61426,5804,1621,0.92316283
tX4700,60910,2585,1467,1
tX4701,58087,673,1237,0.9412553
tX4702,55888,26,1269,0.76100067
tX4703,53153,0,1333,0.58431986
tX4704,49178,0,1657,0.47554166
tX4705,46014,0,1985,0.34867099
tX4706,43991,0,2217,0.19410319
tX4707,42812,0,2215,0.10297074
tX4708,42906,0,2055,0.04936341
tX4709,43797,10,1968,0.02859057
tX4710,46792,275,1852,0.02970739
tX4711,54467,1686,1740,0.11279875
tX4712,60548,4644,1340,0.27764128
tX4713,63811,8725,953,0.52579853
tX4714,65028,13365,830,0.46012955
tX4715,66220,17150,765,0.3473308
tX4716,67900,19773,811,0.27697119
tX4717,67402,20926,870,0.33616261
tX4718,66696,21094,902,0.41255305
tX4719,65366,20130,1000,0.46817065
tX4720,64179,18399,1101,0.48157248
tX4721,62475,15397,1162,0.57203484
tX4722,61755,11282,1179,0.75429975
tX4723,60923,6762,1296,0.92316283
tX4724,60136,3040,1500,1
tX4725,57974,790,1700,0.9412553
tX4726,55829,41,2264,0.76100067
tX4727,53671,0,2821,0.58431986
tX4728,49587,0,3610,0.47554166
tX4729,46680,0,4506,0.34867099
tX4730,44501,0,4482,0.19410319
tX4731,43241,0,4985,0.10297074
tX4732,43121,0,5453,0.04936341
tX4733,44010,11,6596,0.02859057
tX4734,46615,326,7256,0.02970739
tX4735,54534,1867,7315,0.11279875
tX4736,60913,4687,7078,0.27764128
tX4737,64022,8878,6523,0.52579853
tX4738,65557,13112,6940,0.46012955
tX4739,67195,16333,6979,0.3473308
tX4740,68174,18569,7867,0.27697119
tX4741,67434,19981,8828,0.33616261
tX4742,65055,19708,9924,0.41255305
tX4743,62520,18094,11186,0.46817065
tX4744,61000,15965,11766,0.48157248
tX4745,60550,13182,11848,0.57203484
tX4746,60732,9306,11496,0.75429975
tX4747,60133,5364,10630,0.92316283
tX4748,58553,2466,8594,1
tX4749,55977,577,7017,0.9412553
tX4750,53359,23,6895,0.76100067
tX4751,51526,0,6384,0.58431986
tX4752,47918,0,5621,0.47554166
tX4753,44461,0,4983,0.34867099
tX4754,41800,0,5315,0.19410319
tX4755,40550,0,5103,0.10297074
tX4756,40009,0,5536,0.04936341
tX4757,39912,8,6277,0.02859057
tX4758,39540,272,6296,0.02970739
tX4759,41954,1720,5966,0.11279875
tX4760,45735,4348,5663,0.27764128
tX4761,49318,8066,5223,0.52579853
tX4762,52191,11895,5836,0.46012955
tX4763,53980,15015,6117,0.3473308
tX4764,55747,16625,7601,0.27697119
tX4765,55410,16771,9093,0.33616261
tX4766,52544,15907,9865,0.41255305
tX4767,50800,15107,10343,0.46817065
tX4768,50242,13778,10478,0.48157248
tX4769,49421,11354,9629,0.57203484
tX4770,49363,8627,8902,0.75429975
tX4771,49316,5796,7403,0.92316283
tX4772,47851,2625,5867,1
tX4773,45552,625,4211,0.9412553
tX4774,44221,34,3333,0.76100067
tX4775,43883,0,3051,0.58431986
tX4776,41130,0,2841,0.47554166
tX4777,38852,0,2846,0.34867099
tX4778,37138,0,3065,0.19410319
tX4779,36005,0,3133,0.10297074
tX4780,35532,0,3332,0.04936341
tX4781,35472,4,3607,0.02859057
tX4782,35282,177,3783,0.02970739
tX4783,35773,1170,3828,0.11279875
tX4784,38426,3255,3605,0.27764128
tX4785,41880,5544,3504,0.52579853
tX4786,43979,7727,3880,0.46012955
tX4787,46405,10058,4193,0.3473308
tX4788,49079,11740,4506,0.27697119
tX4789,49435,12596,4989,0.33616261
tX4790,47971,11813,5934,0.41255305
tX4791,45888,10781,6648,0.46817065
tX4792,44859,10458,7219,0.48157248
tX4793,44961,9469,7853,0.57203484
tX4794,46161,7423,8362,0.75429975
tX4795,46557,4244,8239,0.92316283
tX4796,45840,1842,7692,1
tX4797,45082,435,7122,0.9412553
tX4798,44899,16,7604,0.76100067
tX4799,45648,0,8819,0.58431986
tX4800,42593,0,9385,0.47554166
tX4801,40414,0,10130,0.34867099
tX4802,39101,0,10202,0.19410319
tX4803,38435,0,9817,0.10297074
tX4804,38502,0,9099,0.04936341
tX4805,39896,6,8487,0.02859057
tX4806,43285,241,7871,0.02970739
tX4807,51409,1547,6764,0.11279875
tX4808,57987,4255,5448,0.27764128
tX4809,61091,8094,4834,0.52579853
tX4810,62728,11935,5383,0.46012955
tX4811,64640,14557,5568,0.3473308
tX4812,66114,15748,5361,0.27697119
tX4813,65547,16037,5066,0.33616261
tX4814,65270,15576,4683,0.41255305
tX4815,63552,14627,4276,0.46817065
tX4816,62750,13813,3738,0.48157248
tX4817,61647,11809,3204,0.57203484
tX4818,61055,8806,2739,0.75429975
tX4819,60501,5485,2243,0.92316283
tX4820,59205,2405,1781,1
tX4821,56763,550,1646,0.9412553
tX4822,55167,20,1932,0.76100067
tX4823,52708,0,2639,0.58431986
tX4824,48202,0,3546,0.47554166
tX4825,45017,0,4706,0.34867099
tX4826,43076,0,5684,0.19410319
tX4827,42585,0,6803,0.10297074
tX4828,42871,0,7310,0.04936341
tX4829,44130,4,7999,0.02859057
tX4830,46934,187,8591,0.02970739
tX4831,53829,1402,9346,0.11279875
tX4832,60370,3897,9721,0.27764128
tX4833,63631,7951,9440,0.52579853
tX4834,65489,12471,10318,0.46012955
tX4835,67850,15956,11750,0.3473308
tX4836,69527,18339,12643,0.27697119
tX4837,69494,19471,13453,0.33616261
tX4838,68940,19747,13560,0.41255305
tX4839,67108,19177,13441,0.46817065
tX4840,65911,17719,12569,0.48157248
tX4841,64875,15076,11527,0.57203484
tX4842,63452,11137,10260,0.75429975
tX4843,62024,6643,8626,0.92316283
tX4844,60884,2811,6165,1
tX4845,58171,653,3664,0.9412553
tX4846,56255,28,2572,0.76100067
tX4847,54170,0,2132,0.58431986
tX4848,49666,0,1870,0.47554166
tX4849,46593,0,1779,0.34867099
tX4850,44553,0,1768,0.19410319
tX4851,43371,0,2132,0.10297074
tX4852,43596,0,2447,0.04936341
tX4853,44325,5,2393,0.02859057
tX4854,47109,234,2668,0.02970739
tX4855,54495,1695,2859,0.11279875
tX4856,60903,4726,2479,0.27764128
tX4857,64193,9020,1576,0.52579853
tX4858,65459,13319,1379,0.46012955
tX4859,67192,17098,1809,0.3473308
tX4860,68656,19432,2417,0.27697119
tX4861,67892,20352,2964,0.33616261
tX4862,67144,19734,3556,0.41255305
tX4863,66139,18213,4061,0.46817065
tX4864,65188,15353,4318,0.48157248
tX4865,63250,11839,4776,0.57203484
tX4866,61905,7850,5423,0.75429975
tX4867,60953,4293,5984,0.92316283
tX4868,59936,1963,6163,1
tX4869,57091,426,5576,0.9412553
tX4870,55564,20,5237,0.76100067
tX4871,53209,0,4832,0.58431986
tX4872,48555,0,4293,0.47554166
tX4873,45384,0,4188,0.34867099
tX4874,43631,0,3530,0.19410319
tX4875,42787,0,3297,0.10297074
tX4876,42857,0,3280,0.04936341
tX4877,43860,4,3680,0.02859057
tX4878,46650,192,3842,0.02970739
tX4879,53859,1245,3553,0.11279875
tX4880,59541,3384,2868,0.27764128
tX4881,62615,6456,2578,0.52579853
tX4882,63658,9623,2680,0.46012955
tX4883,64785,12571,3096,0.3473308
tX4884,66825,14692,3508,0.27697119
tX4885,66417,14985,4126,0.33616261
tX4886,65133,14577,4498,0.41255305
tX4887,63991,14310,4540,0.46817065
tX4888,62952,13286,4567,0.48157248
tX4889,61905,11255,4378,0.57203484
tX4890,61113,8466,4117,0.75429975
tX4891,60090,5089,3714,0.92316283
tX4892,59287,2275,2751,1
tX4893,56530,475,1897,0.9412553
tX4894,54837,19,1579,0.76100067
tX4895,52657,0,1481,0.58431986
tX4896,48283,0,1473,0.47554166
tX4897,45230,0,1572,0.34867099
tX4898,43290,0,1725,0.19410319
tX4899,42257,0,1909,0.10297074
tX4900,42406,0,2008,0.04936341
tX4901,43396,3,2016,0.02859057
tX4902,46143,207,2107,0.02970739
tX4903,52992,1579,2071,0.11279875
tX4904,58547,4424,1757,0.27764128
tX4905,61692,8651,1080,0.52579853
tX4906,62886,13397,949,0.46012955
tX4907,64668,17127,1049,0.3473308
tX4908,65559,19562,1285,0.27697119
tX4909,65235,20368,1466,0.33616261
tX4910,63808,19825,1715,0.41255305
tX4911,62403,17970,2016,0.46817065
tX4912,61158,15689,2428,0.48157248
tX4913,60104,12864,2882,0.57203484
tX4914,59837,9238,3371,0.75429975
tX4915,59382,5509,4242,0.92316283
tX4916,58217,2297,5221,1
tX4917,55509,427,6768,0.9412553
tX4918,54148,11,9641,0.76100067
tX4919,52065,0,12179,0.58431986
tX4920,47978,0,13206,0.47554166
tX4921,45455,0,13437,0.34867099
tX4922,42737,0,14044,0.19410319
tX4923,41256,0,12729,0.10297074
tX4924,40419,0,12601,0.04936341
tX4925,40325,3,12014,0.02859057
tX4926,40462,170,11543,0.02970739
tX4927,42144,1220,11735,0.11279875
tX4928,45710,3377,11761,0.27764128
tX4929,49965,6828,11672,0.52579853
tX4930,53337,9971,13259,0.46012955
tX4931,55131,12811,15092,0.3473308
tX4932,56654,15440,17062,0.27697119
tX4933,55581,16134,18819,0.33616261
tX4934,54335,16474,20532,0.41255305
tX4935,53052,15640,22339,0.46817065
tX4936,52437,13187,23933,0.48157248
tX4937,49507,10529,24447,0.57203484
tX4938,49820,7310,24556,0.75429975
tX4939,49886,4252,25335,0.92316283
tX4940,49898,1843,25782,1
tX4941,47526,373,25481,0.9412553
tX4942,46361,7,25395,0.76100067
tX4943,46025,0,24733,0.58431986
tX4944,43079,0,24368,0.47554166
tX4945,40401,0,23675,0.34867099
tX4946,38518,0,23078,0.19410319
tX4947,38045,0,22973,0.10297074
tX4948,37631,0,21663,0.04936341
