,demand,photovoltaic,wind,ecars
tX773,46170,0,8132,0.02859057
tX774,49814,0,8371,0.02970739
tX775,58252,0,8536,0.11279875
tX776,65731,1,9215,0.27764128
tX777,67766,278,9261,0.52579853
tX778,68504,1344,9071,0.46012955
tX779,69497,2592,9024,0.3473308
tX780,70816,3378,9134,0.27697119
tX781,70683,3907,9793,0.33616261
tX782,69998,3792,9666,0.41255305
tX783,68915,2839,9186,0.46817065
tX784,67616,1623,8439,0.48157248
tX785,66367,477,7732,0.57203484
tX786,68792,19,7632,0.75429975
tX787,69817,0,7419,0.92316283
tX788,68383,0,7726,1
tX789,64286,0,7849,0.9412553
tX790,61114,0,7774,0.76100067
tX791,59004,0,7663,0.58431986
tX792,54828,0,7170,0.47554166
tX793,51637,0,6783,0.34867099
tX794,49346,0,6472,0.19410319
tX795,48665,0,6398,0.10297074
tX796,48979,0,6458,0.04936341
tX797,50291,0,6302,0.02859057
tX798,52625,0,5880,0.02970739
tX799,59433,0,5636,0.11279875
tX800,66229,2,5042,0.27764128
tX801,68343,347,4474,0.52579853
tX802,68541,1419,3915,0.46012955
tX803,69494,2773,3733,0.3473308
tX804,70062,4219,3670,0.27697119
tX805,69566,5180,3726,0.33616261
tX806,68133,5162,3525,0.41255305
tX807,66825,4437,3321,0.46817065
tX808,66178,2925,3567,0.48157248
tX809,65395,1007,3271,0.57203484
tX810,68021,41,3292,0.75429975
tX811,70061,0,3111,0.92316283
tX812,68489,0,2841,1
tX813,64579,0,2711,0.9412553
tX814,60867,0,2514,0.76100067
tX815,58641,0,2485,0.58431986
tX816,54935,0,2504,0.47554166
tX817,51766,0,2557,0.34867099
tX818,49520,0,2346,0.19410319
tX819,48465,0,2102,0.10297074
tX820,48612,0,2124,0.04936341
tX821,49414,0,2192,0.02859057
tX822,52267,0,2190,0.02970739
tX823,59640,0,2170,0.11279875
tX824,66118,6,2030,0.27764128
tX825,67960,459,1952,0.52579853
tX826,68634,1848,1610,0.46012955
tX827,69558,3583,1444,0.3473308
tX828,70109,5203,1494,0.27697119
tX829,69332,6034,1485,0.33616261
tX830,68607,5980,1679,0.41255305
tX831,67429,4896,1994,0.46817065
tX832,66531,2969,1980,0.48157248
tX833,65902,918,1716,0.57203484
tX834,68285,37,1622,0.75429975
tX835,70124,0,1498,0.92316283
tX836,68497,0,1339,1
tX837,64622,0,1198,0.9412553
tX838,61365,0,1149,0.76100067
tX839,59340,0,1060,0.58431986
tX840,55133,0,1022,0.47554166
tX841,51509,0,1115,0.34867099
tX842,49383,0,1240,0.19410319
tX843,48090,0,1360,0.10297074
tX844,47875,0,1499,0.04936341
tX845,48802,0,1772,0.02859057
tX846,52023,0,2016,0.02970739
tX847,59104,0,2074,0.11279875
tX848,65746,7,2189,0.27764128
tX849,67666,478,2437,0.52579853
tX850,67728,1719,2478,0.46012955
tX851,67856,3438,2707,0.3473308
tX852,68922,4885,3204,0.27697119
tX853,68438,5782,3729,0.33616261
tX854,68247,5523,4625,0.41255305
tX855,67206,4083,5458,0.46817065
tX856,66767,2364,6154,0.48157248
tX857,65983,708,6583,0.57203484
tX858,67998,39,7597,0.75429975
tX859,69695,0,8944,0.92316283
tX860,68348,0,9909,1
tX861,64382,0,10299,0.9412553
tX862,61280,0,10321,0.76100067
tX863,59169,0,10309,0.58431986
tX864,55250,0,10474,0.47554166
tX865,51751,0,10176,0.34867099
tX866,49990,0,9895,0.19410319
tX867,48997,0,9734,0.10297074
tX868,48940,0,9342,0.04936341
tX869,49748,0,9394,0.02859057
tX870,52471,0,9176,0.02970739
tX871,59658,0,8909,0.11279875
tX872,66446,7,8580,0.27764128
tX873,68043,525,7990,0.52579853
tX874,68305,2314,7559,0.46012955
tX875,68538,4783,6921,0.3473308
tX876,68807,7242,6853,0.27697119
tX877,67587,8705,6749,0.33616261
tX878,65870,8824,6751,0.41255305
tX879,63939,7481,6645,0.46817065
tX880,63912,4788,6699,0.48157248
tX881,63373,1585,6627,0.57203484
tX882,66026,73,6486,0.75429975
tX883,67965,0,6124,0.92316283
tX884,66207,0,5712,1
tX885,62213,0,5364,0.9412553
tX886,59079,0,5025,0.76100067
tX887,57628,0,4677,0.58431986
tX888,54668,0,4527,0.47554166
tX889,51460,0,4208,0.34867099
tX890,49354,0,3996,0.19410319
tX891,47741,0,4071,0.10297074
tX892,46653,0,4182,0.04936341
tX893,46222,0,4438,0.02859057
tX894,45513,0,4928,0.02970739
tX895,45950,0,5484,0.11279875
tX896,49099,23,6135,0.27764128
tX897,52275,1003,6579,0.52579853
tX898,55356,4137,6724,0.46012955
tX899,57152,7232,7164,0.3473308
tX900,58242,9698,7964,0.27697119
tX901,57618,10609,9084,0.33616261
tX902,56055,9645,10792,0.41255305
tX903,55130,7460,12254,0.46817065
tX904,55225,4480,13923,0.48157248
tX905,55627,1535,15185,0.57203484
tX906,58990,86,16203,0.75429975
tX907,62208,0,17569,0.92316283
tX908,59965,0,18813,1
tX909,56387,0,20007,0.9412553
tX910,53165,0,21317,0.76100067
tX911,53711,0,22182,0.58431986
tX912,51022,0,22804,0.47554166
tX913,47987,0,23038,0.34867099
tX914,45545,0,23538,0.19410319
tX915,44199,0,24093,0.10297074
tX916,43341,0,23538,0.04936341
tX917,42864,0,22560,0.02859057
tX918,41613,0,21589,0.02970739
tX919,40112,0,20398,0.11279875
tX920,42570,12,19741,0.27764128
tX921,45643,913,18457,0.52579853
tX922,49674,3237,18199,0.46012955
tX923,52319,6114,17574,0.3473308
tX924,53565,8141,17123,0.27697119
tX925,52668,9308,16904,0.33616261
tX926,50574,9368,15714,0.41255305
tX927,49096,8059,14821,0.46817065
tX928,48090,5298,13483,0.48157248
tX929,48388,1840,11990,0.57203484
tX930,51802,123,10982,0.75429975
tX931,56987,0,11336,0.92316283
tX932,55814,0,11606,1
tX933,53581,0,12213,0.9412553
tX934,53083,0,13409,0.76100067
tX935,54252,0,14694,0.58431986
tX936,51823,0,15484,0.47554166
tX937,49185,0,16325,0.34867099
tX938,47212,0,17184,0.19410319
tX939,46103,0,17506,0.10297074
tX940,46328,0,17979,0.04936341
tX941,47457,0,18695,0.02859057
tX942,51033,0,19092,0.02970739
tX943,59555,0,19737,0.11279875
tX944,66376,5,19663,0.27764128
tX945,69134,251,19264,0.52579853
tX946,69865,947,18362,0.46012955
tX947,71259,1846,17915,0.3473308
tX948,72084,2586,17733,0.27697119
tX949,71837,2881,18039,0.33616261
tX950,71434,2672,17975,0.41255305
tX951,70544,2118,17447,0.46817065
tX952,69437,1240,16239,0.48157248
tX953,68384,438,15168,0.57203484
tX954,69663,47,14014,0.75429975
tX955,70773,0,13306,0.92316283
tX956,69111,0,12643,1
tX957,64833,0,11688,0.9412553
tX958,61350,0,11294,0.76100067
tX959,58830,0,10935,0.58431986
tX960,54184,0,10546,0.47554166
tX961,50396,0,10203,0.34867099
tX962,48226,0,9641,0.19410319
tX963,47472,0,9505,0.10297074
tX964,47559,0,9265,0.04936341
tX965,48729,0,8657,0.02859057
tX966,51747,0,8021,0.02970739
tX967,59573,0,7667,0.11279875
tX968,66221,14,7637,0.27764128
tX969,68149,398,7217,0.52579853
tX970,68288,1544,6969,0.46012955
tX971,69646,2846,7096,0.3473308
tX972,70388,3887,6970,0.27697119
tX973,70312,4494,7159,0.33616261
tX974,69650,4231,6858,0.41255305
tX975,68872,3428,6597,0.46817065
tX976,67876,2260,6092,0.48157248
tX977,66346,927,5094,0.57203484
tX978,67816,85,4319,0.75429975
tX979,70164,0,3900,0.92316283
tX980,67790,0,3486,1
tX981,63931,0,3184,0.9412553
tX982,60369,0,3072,0.76100067
tX983,57864,0,2934,0.58431986
tX984,53636,0,2615,0.47554166
tX985,49854,0,2290,0.34867099
tX986,47626,0,2067,0.19410319
tX987,46926,0,1866,0.10297074
tX988,47247,0,1600,0.04936341
tX989,48382,0,1345,0.02859057
tX990,51287,0,1267,0.02970739
tX991,58895,0,1158,0.11279875
tX992,65271,21,1020,0.27764128
tX993,67436,474,970,0.52579853
tX994,67959,1554,822,0.46012955
tX995,69101,2771,689,0.3473308
tX996,69619,3837,594,0.27697119
tX997,69204,4626,490,0.33616261
tX998,68189,5043,462,0.41255305
tX999,66891,4670,421,0.46817065
tX1000,66036,3382,484,0.48157248
tX1001,65046,1469,629,0.57203484
tX1002,67168,148,841,0.75429975
tX1003,70370,0,1072,0.92316283
tX1004,68840,0,1248,1
tX1005,64206,0,1353,0.9412553
tX1006,60789,0,1388,0.76100067
tX1007,58522,0,1371,0.58431986
tX1008,54122,0,1458,0.47554166
tX1009,50727,0,1396,0.34867099
tX1010,48646,0,1290,0.19410319
tX1011,47770,0,1174,0.10297074
tX1012,48091,0,1002,0.04936341
tX1013,48951,0,802,0.02859057
tX1014,51356,0,748,0.02970739
tX1015,59314,0,775,0.11279875
tX1016,65776,32,842,0.27764128
tX1017,67984,687,876,0.52579853
tX1018,68469,2523,821,0.46012955
tX1019,69373,4687,612,0.3473308
tX1020,69971,6339,504,0.27697119
tX1021,69006,7220,478,0.33616261
tX1022,67682,7158,418,0.41255305
tX1023,66165,6085,364,0.46817065
tX1024,65057,4115,358,0.48157248
tX1025,63735,1596,509,0.57203484
tX1026,65556,130,769,0.75429975
tX1027,68245,0,1184,0.92316283
tX1028,66865,0,1430,1
tX1029,62819,0,1576,0.9412553
tX1030,59649,0,1784,0.76100067
tX1031,57747,0,1925,0.58431986
tX1032,53870,0,1948,0.47554166
tX1033,50928,0,2228,0.34867099
tX1034,48824,0,2408,0.19410319
tX1035,47766,0,2548,0.10297074
tX1036,48053,0,2600,0.04936341
tX1037,49087,0,2629,0.02859057
tX1038,51778,0,2737,0.02970739
tX1039,58617,0,2993,0.11279875
tX1040,64405,54,3029,0.27764128
tX1041,66284,1110,2983,0.52579853
tX1042,67103,4089,2933,0.46012955
tX1043,68030,7509,2668,0.3473308
tX1044,68096,10041,2387,0.27697119
tX1045,66637,11344,2326,0.33616261
tX1046,64768,11391,2083,0.41255305
tX1047,63228,9768,2174,0.46817065
tX1048,62248,6480,2572,0.48157248
tX1049,61665,2507,3254,0.57203484
tX1050,63412,220,4656,0.75429975
tX1051,66886,0,6399,0.92316283
tX1052,65516,0,7196,1
tX1053,61200,0,7397,0.9412553
tX1054,57881,0,7400,0.76100067
tX1055,55927,0,7175,0.58431986
tX1056,52646,0,6931,0.47554166
tX1057,49281,0,6484,0.34867099
tX1058,46962,0,6297,0.19410319
tX1059,45578,0,6050,0.10297074
tX1060,45026,0,5725,0.04936341
tX1061,44841,0,5591,0.02859057
tX1062,44414,0,5500,0.02970739
tX1063,44481,0,5317,0.11279875
tX1064,47284,76,5225,0.27764128
tX1065,51271,1671,4827,0.52579853
tX1066,54323,4936,3953,0.46012955
tX1067,55837,8333,3019,0.3473308
tX1068,56673,10790,2301,0.27697119
tX1069,55120,11578,1964,0.33616261
tX1070,52871,11110,1897,0.41255305
tX1071,51560,9592,1915,0.46817065
tX1072,50675,6359,2319,0.48157248
tX1073,50944,2490,2934,0.57203484
tX1074,54023,236,4238,0.75429975
tX1075,57973,0,5906,0.92316283
tX1076,55865,0,7009,1
tX1077,52366,0,7473,0.9412553
tX1078,50115,0,7264,0.76100067
tX1079,50301,0,7058,0.58431986
tX1080,47254,0,6578,0.47554166
tX1081,44313,0,6679,0.34867099
tX1082,42543,0,6888,0.19410319
tX1083,41626,0,7467,0.10297074
tX1084,41344,0,7846,0.04936341
tX1085,41116,0,8336,0.02859057
tX1086,40676,0,8820,0.02970739
tX1087,39894,0,8945,0.11279875
tX1088,41345,82,9036,0.27764128
tX1089,44648,1609,8903,0.52579853
tX1090,48033,4554,7780,0.46012955
tX1091,50354,7355,6851,0.3473308
tX1092,52188,9456,6705,0.27697119
tX1093,51067,10471,6665,0.33616261
tX1094,48224,10439,6658,0.41255305
tX1095,46911,8908,6727,0.46817065
tX1096,46159,5751,6947,0.48157248
tX1097,45824,2126,6957,0.57203484
tX1098,49343,171,8505,0.75429975
tX1099,54419,0,10154,0.92316283
tX1100,53699,0,10691,1
tX1101,51089,0,10493,0.9412553
tX1102,49778,0,10292,0.76100067
tX1103,50267,0,10483,0.58431986
tX1104,47736,0,10408,0.47554166
tX1105,45324,0,10126,0.34867099
tX1106,43731,0,10091,0.19410319
tX1107,43027,0,10046,0.10297074
tX1108,43705,0,9775,0.04936341
tX1109,45054,0,9574,0.02859057
tX1110,48083,0,9295,0.02970739
tX1111,54649,0,9364,0.11279875
tX1112,60251,94,9758,0.27764128
tX1113,63354,1306,9855,0.52579853
tX1114,65268,4026,9919,0.46012955
tX1115,66881,7042,9860,0.3473308
tX1116,67294,9051,8954,0.27697119
tX1117,66703,10339,8398,0.33616261
tX1118,65483,10680,7791,0.41255305
tX1119,63797,9277,7481,0.46817065
tX1120,62662,6254,7317,0.48157248
tX1121,61506,2528,7135,0.57203484
tX1122,63356,247,7608,0.75429975
tX1123,67297,0,8658,0.92316283
tX1124,66413,0,8917,1
tX1125,62152,0,8537,0.9412553
tX1126,59350,0,7637,0.76100067
tX1127,57670,0,6879,0.58431986
tX1128,53971,0,6060,0.47554166
tX1129,50914,0,5490,0.34867099
tX1130,48772,0,4734,0.19410319
tX1131,47558,0,4240,0.10297074
tX1132,47669,0,4118,0.04936341
tX1133,48902,0,3824,0.02859057
tX1134,51451,0,3405,0.02970739
tX1135,57912,0,3257,0.11279875
tX1136,63666,130,3092,0.27764128
tX1137,66232,1560,2784,0.52579853
tX1138,67531,3901,2190,0.46012955
tX1139,68793,5873,1667,0.3473308
tX1140,70101,6943,1443,0.27697119
tX1141,69182,6971,1489,0.33616261
tX1142,67941,6229,1411,0.41255305
tX1143,66911,4799,1584,0.46817065
tX1144,65801,2839,1744,0.48157248
tX1145,65094,962,2110,0.57203484
tX1146,66864,84,2412,0.75429975
tX1147,68637,0,2632,0.92316283
tX1148,66996,0,2638,1
tX1149,63150,0,2617,0.9412553
tX1150,59896,0,2774,0.76100067
tX1151,57499,0,2893,0.58431986
tX1152,53467,0,3000,0.47554166
tX1153,50271,0,2961,0.34867099
tX1154,48007,0,2826,0.19410319
tX1155,46757,0,2821,0.10297074
tX1156,47074,0,2874,0.04936341
tX1157,48169,0,3047,0.02859057
tX1158,51182,0,3177,0.02970739
tX1159,58580,0,3620,0.11279875
tX1160,64863,53,3769,0.27764128
tX1161,67454,584,3726,0.52579853
tX1162,68264,1823,3650,0.46012955
tX1163,69322,3587,3814,0.3473308
tX1164,69621,5576,3728,0.27697119
tX1165,68955,7095,4312,0.33616261
tX1166,68309,7614,4849,0.41255305
tX1167,67425,6831,5315,0.46817065
tX1168,66234,4674,5458,0.48157248
tX1169,64988,1986,5400,0.57203484
tX1170,66348,242,6301,0.75429975
tX1171,69495,0,7846,0.92316283
tX1172,69100,0,9250,1
tX1173,64964,0,9901,0.9412553
tX1174,61785,0,10110,0.76100067
tX1175,59120,0,9903,0.58431986
tX1176,54923,0,9546,0.47554166
tX1177,51457,0,9112,0.34867099
tX1178,49608,0,9119,0.19410319
tX1179,48643,0,9262,0.10297074
tX1180,48784,0,9452,0.04936341
tX1181,49937,0,9584,0.02859057
tX1182,52651,0,9578,0.02970739
tX1183,59555,0,9816,0.11279875
tX1184,65668,113,9911,0.27764128
tX1185,67880,1354,9674,0.52579853
tX1186,68189,4005,8917,0.46012955
tX1187,68699,6675,8939,0.3473308
tX1188,70054,8799,9609,0.27697119
tX1189,69148,10390,9619,0.33616261
tX1190,68592,11071,9257,0.41255305
tX1191,67519,10055,9029,0.46817065
tX1192,66468,7050,8775,0.48157248
tX1193,64855,3011,8649,0.57203484
tX1194,66127,393,9324,0.75429975
tX1195,69783,3,10517,0.92316283
tX1196,69262,0,11785,1
tX1197,65041,0,12313,0.9412553
tX1198,62041,0,12672,0.76100067
tX1199,59696,0,12483,0.58431986
tX1200,55851,0,12400,0.47554166
tX1201,52711,0,12758,0.34867099
tX1202,50680,0,12519,0.19410319
tX1203,49424,0,12478,0.10297074
tX1204,49450,0,12873,0.04936341
tX1205,50014,0,13145,0.02859057
tX1206,52599,0,13601,0.02970739
tX1207,59384,0,14281,0.11279875
tX1208,65012,165,15160,0.27764128
tX1209,67060,2295,16283,0.52579853
tX1210,67747,6272,16852,0.46012955
tX1211,69095,10044,17295,0.3473308
tX1212,69998,12604,18146,0.27697119
tX1213,69381,13769,18572,0.33616261
tX1214,67204,13036,17126,0.41255305
tX1215,63832,10689,15464,0.46817065
tX1216,62787,7314,13738,0.48157248
tX1217,62074,3130,11456,0.57203484
tX1218,63690,412,10588,0.75429975
tX1219,66858,2,11263,0.92316283
tX1220,65848,0,11739,1
tX1221,61327,0,11950,0.9412553
tX1222,58021,0,12348,0.76100067
tX1223,56049,0,12295,0.58431986
tX1224,52080,0,12239,0.47554166
tX1225,48424,0,12570,0.34867099
tX1226,46499,0,12863,0.19410319
tX1227,45075,0,13583,0.10297074
tX1228,44354,0,13942,0.04936341
tX1229,44378,0,14624,0.02859057
tX1230,44368,0,15003,0.02970739
tX1231,45060,0,14984,0.11279875
tX1232,47847,176,14595,0.27764128
tX1233,51718,1802,14034,0.52579853
tX1234,55308,4377,13557,0.46012955
tX1235,58224,6615,14254,0.3473308
tX1236,60088,8020,15368,0.27697119
tX1237,59712,8456,16016,0.33616261
tX1238,57321,7915,14939,0.41255305
tX1239,55664,6269,13658,0.46817065
tX1240,54067,3956,12105,0.48157248
tX1241,53193,1752,10251,0.57203484
tX1242,54508,261,8158,0.75429975
tX1243,57905,3,6701,0.92316283
tX1244,57200,0,5876,1
tX1245,53467,0,5561,0.9412553
tX1246,50700,0,5367,0.76100067
tX1247,50504,0,5603,0.58431986
tX1248,47855,0,5562,0.47554166
tX1249,44631,0,4969,0.34867099
tX1250,42556,0,4601,0.19410319
tX1251,41605,0,4225,0.10297074
tX1252,40945,0,4090,0.04936341
tX1253,40903,0,3988,0.02859057
tX1254,40109,0,3898,0.02970739
tX1255,39366,0,4167,0.11279875
tX1256,40793,130,4220,0.27764128
tX1257,43928,1436,3932,0.52579853
tX1258,47566,3970,3680,0.46012955
tX1259,50005,6974,3620,0.3473308
tX1260,52517,8783,3881,0.27697119
tX1261,51865,8733,4496,0.33616261
tX1262,49918,8028,5016,0.41255305
tX1263,48240,6717,5159,0.46817065
tX1264,47354,4735,5042,0.48157248
tX1265,47075,2270,4668,0.57203484
tX1266,50170,348,5178,0.75429975
tX1267,55247,4,6358,0.92316283
tX1268,54980,0,8519,1
tX1269,52648,0,10764,0.9412553
tX1270,51586,0,13231,0.76100067
tX1271,52629,0,15310,0.58431986
tX1272,50124,0,16768,0.47554166
tX1273,47735,0,18340,0.34867099
tX1274,47099,0,20159,0.19410319
tX1275,46121,0,21099,0.10297074
tX1276,47087,0,22031,0.04936341
tX1277,48728,0,22738,0.02859057
tX1278,52093,0,22773,0.02970739
tX1279,60139,0,23389,0.11279875
tX1280,66197,199,23113,0.27764128
tX1281,69124,1476,21525,0.52579853
tX1282,70339,2810,19544,0.46012955
tX1283,71721,3817,17971,0.3473308
tX1284,72577,4715,16341,0.27697119
tX1285,71879,4827,14249,0.33616261
tX1286,71280,3705,12802,0.41255305
tX1287,69683,2942,10937,0.46817065
tX1288,67665,2156,9581,0.48157248
tX1289,66250,1167,8729,0.57203484
tX1290,66639,209,8366,0.75429975
tX1291,69405,4,8623,0.92316283
tX1292,68143,0,9088,1
tX1293,64218,0,9759,0.9412553
tX1294,61102,0,10081,0.76100067
tX1295,58629,0,10687,0.58431986
tX1296,54047,0,11301,0.47554166
tX1297,51021,0,12185,0.34867099
tX1298,49149,0,12843,0.19410319
tX1299,48527,0,13550,0.10297074
tX1300,48812,0,14234,0.04936341
tX1301,49721,0,14598,0.02859057
tX1302,52880,0,15142,0.02970739
tX1303,60371,0,15695,0.11279875
tX1304,65519,222,16081,0.27764128
tX1305,67767,2076,15552,0.52579853
tX1306,68936,4993,15548,0.46012955
tX1307,70035,7015,15538,0.3473308
tX1308,71320,8245,16351,0.27697119
tX1309,70486,8339,16199,0.33616261
tX1310,70076,7497,15568,0.41255305
tX1311,68642,6156,14148,0.46817065
tX1312,66943,4053,12465,0.48157248
tX1313,65171,1831,11154,0.57203484
tX1314,65693,354,10393,0.75429975
tX1315,69225,5,10487,0.92316283
tX1316,68235,0,10853,1
tX1317,64014,0,10794,0.9412553
tX1318,60951,0,10981,0.76100067
tX1319,58733,0,10632,0.58431986
tX1320,54075,0,10205,0.47554166
tX1321,50699,0,9567,0.34867099
tX1322,48769,0,9208,0.19410319
tX1323,47977,0,8930,0.10297074
tX1324,48079,0,8295,0.04936341
tX1325,49202,0,7912,0.02859057
tX1326,52327,0,7620,0.02970739
tX1327,59614,0,7317,0.11279875
tX1328,64647,261,6736,0.27764128
tX1329,66470,2195,5937,0.52579853
tX1330,66034,5874,5025,0.46012955
tX1331,67016,9270,4339,0.3473308
tX1332,68451,11125,4172,0.27697119
tX1333,68042,11826,4517,0.33616261
tX1334,67141,11178,4341,0.41255305
tX1335,66041,9596,3807,0.46817065
tX1336,64965,6947,2816,0.48157248
tX1337,63631,3352,2104,0.57203484
tX1338,64594,601,1539,0.75429975
tX1339,68577,5,1578,0.92316283
tX1340,67755,0,1709,1
tX1341,63792,0,1853,0.9412553
tX1342,60791,0,1854,0.76100067
tX1343,58214,0,1992,0.58431986
tX1344,53796,0,1837,0.47554166
tX1345,50178,0,1747,0.34867099
tX1346,48318,0,1715,0.19410319
tX1347,47453,0,1679,0.10297074
tX1348,47687,0,1737,0.04936341
tX1349,48784,0,2121,0.02859057
tX1350,51960,0,2626,0.02970739
tX1351,60026,0,3422,0.11279875
tX1352,64997,534,4095,0.27764128
tX1353,66564,3898,4228,0.52579853
tX1354,66824,8912,3982,0.46012955
tX1355,67442,13089,3915,0.3473308
tX1356,68070,16298,4979,0.27697119
tX1357,68791,17792,7111,0.33616261
tX1358,69002,16922,8859,0.41255305
tX1359,68082,14039,9685,0.46817065
tX1360,66745,9624,9991,0.48157248
tX1361,65288,4473,9485,0.57203484
tX1362,65400,661,9659,0.75429975
tX1363,68484,5,11708,0.92316283
tX1364,68555,0,13901,1
tX1365,65197,0,14487,0.9412553
tX1366,62386,0,13676,0.76100067
tX1367,59720,0,12606,0.58431986
tX1368,55865,0,11541,0.47554166
tX1369,52884,0,10508,0.34867099
tX1370,50955,0,9520,0.19410319
tX1371,49403,0,8750,0.10297074
tX1372,49415,0,7815,0.04936341
tX1373,50861,0,7360,0.02859057
tX1374,53665,0,6965,0.02970739
tX1375,60439,0,7054,0.11279875
tX1376,65322,579,7067,0.27764128
tX1377,67085,3408,6685,0.52579853
tX1378,67766,6417,5296,0.46012955
tX1379,68381,8828,4321,0.3473308
tX1380,68753,10274,4172,0.27697119
tX1381,68192,10557,4423,0.33616261
tX1382,67530,9653,5091,0.41255305
tX1383,65820,7927,5453,0.46817065
tX1384,65279,5318,5499,0.48157248
tX1385,63926,2427,4856,0.57203484
tX1386,64163,431,4156,0.75429975
tX1387,66367,6,3931,0.92316283
tX1388,65587,0,4383,1
tX1389,62127,0,4857,0.9412553
tX1390,59335,0,4928,0.76100067
tX1391,57765,0,4936,0.58431986
tX1392,54652,0,4684,0.47554166
tX1393,51972,0,4430,0.34867099
tX1394,50308,0,4379,0.19410319
tX1395,49336,0,4530,0.10297074
tX1396,48774,0,4285,0.04936341
tX1397,48396,0,4418,0.02859057
tX1398,48373,0,4645,0.02970739
tX1399,49042,0,4846,0.11279875
tX1400,51062,319,4882,0.27764128
tX1401,53900,2485,4592,0.52579853
tX1402,56170,6475,4268,0.46012955
tX1403,57505,10496,4727,0.3473308
tX1404,58628,12630,6748,0.27697119
tX1405,58646,12973,8004,0.33616261
tX1406,56757,12650,7914,0.41255305
tX1407,55263,11012,7928,0.46817065
tX1408,54433,8358,8147,0.48157248
tX1409,54098,4296,8338,0.57203484
tX1410,55110,875,7820,0.75429975
tX1411,59024,8,9284,0.92316283
tX1412,58887,0,12021,1
tX1413,56189,0,14722,0.9412553
tX1414,54791,0,16593,0.76100067
tX1415,54399,0,17229,0.58431986
tX1416,52159,0,18440,0.47554166
tX1417,49057,0,18787,0.34867099
tX1418,46957,0,19594,0.19410319
tX1419,45764,0,19991,0.10297074
tX1420,45528,0,20922,0.04936341
tX1421,45717,0,21486,0.02859057
tX1422,45286,0,22246,0.02970739
tX1423,44984,0,23186,0.11279875
tX1424,46123,191,23328,0.27764128
tX1425,48913,889,22747,0.52579853
tX1426,52728,1948,22240,0.46012955
tX1427,55067,3411,21976,0.3473308
tX1428,57237,5149,21856,0.27697119
tX1429,57142,6083,21446,0.33616261
tX1430,55386,6256,21030,0.41255305
tX1431,53960,5790,20153,0.46817065
tX1432,52797,4253,19357,0.48157248
tX1433,52015,2196,18118,0.57203484
tX1434,53335,486,16262,0.75429975
tX1435,56893,17,14511,0.92316283
tX1436,56051,0,13085,1
tX1437,54511,0,12593,0.9412553
tX1438,53323,0,13403,0.76100067
tX1439,53437,0,13341,0.58431986
tX1440,50331,0,12839,0.47554166
